Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,15.615220069885254,15.678980827331543,15.547722816467285,15.610239028930664,78541293,0.0,0.0
2010-01-05 00:00:00-05:00,15.620948791503906,15.6373872756958,15.480475425720215,15.541497230529785,120638494,0.0,0.0
2010-01-06 00:00:00-05:00,15.588071823120117,15.588071823120117,15.10239315032959,15.149715423583984,159744526,0.0,0.0
2010-01-07 00:00:00-05:00,15.178109169006348,15.193053245544434,14.7609224319458,14.797037124633789,257533695,0.0,0.0
2010-01-08 00:00:00-05:00,14.744732856750488,15.024932861328125,14.67275333404541,14.994297981262207,189680313,0.0,0.0
2010-01-11 00:00:00-05:00,15.055069923400879,15.055069923400879,14.79554271697998,14.971632957458496,289597429,0.0,0.0
2010-01-12 00:00:00-05:00,14.885456085205078,14.898158073425293,14.64510726928711,14.70687484741211,194859654,0.0,0.0
2010-01-13 00:00:00-05:00,14.358430862426758,14.654570579528809,14.293923377990723,14.622441291809082,260838034,0.0,0.0
2010-01-14 00:00:00-05:00,14.542988777160645,14.799528121948242,14.515840530395508,14.691184043884277,170239717,0.0,0.0
2010-01-15 00:00:00-05:00,14.778107643127441,14.783587455749512,14.397035598754883,14.445853233337402,218194794,0.0,0.0
2010-01-19 00:00:00-05:00,14.475741386413574,14.705381393432617,14.353449821472168,14.635642051696777,173315202,0.0,0.0
2010-01-20 00:00:00-05:00,14.594795227050781,14.594795227050781,14.328542709350586,14.45606517791748,130515377,0.0,0.0
2010-01-21 00:00:00-05:00,14.531532287597656,14.615716934204102,14.252826690673828,14.520074844360352,253253712,0.0,0.0
2010-01-22 00:00:00-05:00,14.059800148010254,14.21173095703125,13.321566581726074,13.69890308380127,273035583,0.0,0.0
2010-01-25 00:00:00-05:00,13.61372184753418,13.69566535949707,13.337757110595703,13.44958782196045,177458675,0.0,0.0
2010-01-26 00:00:00-05:00,13.399026870727539,13.688691139221191,13.357184410095215,13.509861946105957,174873019,0.0,0.0
2010-01-27 00:00:00-05:00,13.481219291687012,13.64012336730957,13.332775115966797,13.50189208984375,159170382,0.0,0.0
2010-01-28 00:00:00-05:00,13.561417579650879,13.623933792114258,13.21546459197998,13.307371139526367,129648138,0.0,0.0
2010-01-29 00:00:00-05:00,13.411978721618652,13.474245071411133,13.091180801391602,13.199027061462402,166240784,0.0,0.0
2010-02-01 00:00:00-05:00,13.315092086791992,13.345229148864746,13.207992553710938,13.275738716125488,90369462,0.0,0.0
2010-02-02 00:00:00-05:00,13.324057579040527,13.324057579040527,13.14099407196045,13.22841739654541,164462143,0.0,0.0
2010-02-03 00:00:00-05:00,13.167394638061523,13.50189208984375,13.1564359664917,13.470010757446289,120413655,0.0,0.0
2010-02-04 00:00:00-05:00,13.374868392944336,13.399773597717285,13.089936256408691,13.120322227478027,135614418,0.0,0.0
2010-02-05 00:00:00-05:00,13.16067123413086,13.287693977355957,13.012724876403809,13.232650756835938,126713179,0.0,0.0
2010-02-08 00:00:00-05:00,13.262787818908691,13.499401092529297,13.238628387451172,13.286947250366211,108175956,0.0,0.0
2010-02-09 00:00:00-05:00,13.438131332397461,13.48769474029541,13.326798439025879,13.360919952392578,113206742,0.0,0.0
2010-02-10 00:00:00-05:00,13.301891326904297,13.394543647766113,13.142987251281738,13.311355590820312,107380987,0.0,0.0
2010-02-11 00:00:00-05:00,13.283210754394531,13.4617919921875,13.188068389892578,13.35992431640625,96761331,0.0,0.0
2010-02-12 00:00:00-05:00,13.274494171142578,13.3786039352417,13.212974548339844,13.278229713439941,91529795,0.0,0.0
2010-02-16 00:00:00-05:00,13.37162971496582,13.552452087402344,13.30762004852295,13.481966018676758,146723904,0.0,0.0
2010-02-17 00:00:00-05:00,13.499401092529297,13.534270286560059,13.390061378479004,13.40500545501709,81492313,0.0,0.0
2010-02-18 00:00:00-05:00,13.388317108154297,13.574370384216309,13.353447914123535,13.529787063598633,93826371,0.0,0.0
2010-02-19 00:00:00-05:00,13.462787628173828,13.54996109008789,13.442115783691406,13.468517303466797,102506786,0.0,0.0
2010-02-22 00:00:00-05:00,13.632651329040527,13.63638687133789,13.474493980407715,13.519326210021973,86105539,0.0,0.0
2010-02-23 00:00:00-05:00,13.524308204650879,13.539999008178711,13.257556915283203,13.326798439025879,115334688,0.0,0.0
2010-02-24 00:00:00-05:00,13.299650192260742,13.410733222961426,13.213224411010742,13.237133979797363,93412827,0.0,0.0
2010-02-25 00:00:00-05:00,13.128789901733398,13.162912368774414,12.951455116271973,13.111603736877441,132864148,0.0,0.0
2010-02-26 00:00:00-05:00,13.136261940002441,13.244108200073242,13.038129806518555,13.120820045471191,82279251,0.0,0.0
2010-03-01 00:00:00-05:00,13.180596351623535,13.282464027404785,13.144231796264648,13.2675199508667,89851528,0.0,0.0
2010-03-02 00:00:00-05:00,13.337010383605957,13.590559005737305,13.325303077697754,13.47598934173584,174925214,0.0,0.0
2010-03-03 00:00:00-05:00,13.508366584777832,13.651829719543457,13.430908203125,13.582091331481934,124039193,0.0,0.0
2010-03-04 00:00:00-05:00,13.611480712890625,13.85133171081543,13.604008674621582,13.812975883483887,127829347,0.0,0.0
2010-03-05 00:00:00-05:00,13.981344223022461,14.138753890991211,13.945229530334473,14.052577018737793,157074555,0.0,0.0
2010-03-08 00:00:00-05:00,14.066774368286133,14.076737403869629,13.972875595092773,14.009489059448242,95813793,0.0,0.0
2010-03-09 00:00:00-05:00,13.943984985351562,14.0637845993042,13.860547065734863,13.952452659606934,127540267,0.0,0.0
2010-03-10 00:00:00-05:00,14.041369438171387,14.408493041992188,14.002763748168945,14.35743522644043,227043838,0.0,0.0
2010-03-11 00:00:00-05:00,14.302888870239258,14.600523948669434,14.301395416259766,14.474246978759766,169966698,0.0,0.0
2010-03-12 00:00:00-05:00,14.648592948913574,14.652079582214355,14.424931526184082,14.434395790100098,110548817,0.0,0.0
2010-03-15 00:00:00-04:00,14.114096641540527,14.183088302612305,13.84809398651123,14.026924133300781,186853758,0.0,0.0
2010-03-16 00:00:00-04:00,13.993300437927246,14.157434463500977,13.966650009155273,14.077235221862793,137774484,0.0,0.0
2010-03-17 00:00:00-04:00,14.15444564819336,14.232901573181152,14.053573608398438,14.086200714111328,133362007,0.0,0.0
2010-03-18 00:00:00-04:00,14.065279960632324,14.157933235168457,14.021444320678711,14.107123374938965,71354455,0.0,0.0
2010-03-19 00:00:00-04:00,13.947720527648926,14.146973609924316,13.879974365234375,13.947720527648926,192486794,0.0,0.0
2010-03-22 00:00:00-04:00,13.850833892822266,14.118330955505371,13.805254936218262,13.885454177856445,160792439,0.0,0.0
2010-03-23 00:00:00-04:00,13.87399673461914,13.905628204345703,13.499401092529297,13.673747062683105,220876809,0.0,0.0
2010-03-24 00:00:00-04:00,13.586823463439941,13.943984985351562,13.442115783691406,13.881219863891602,263592319,0.0,0.0
2010-03-25 00:00:00-04:00,13.923312187194824,14.246600151062012,13.914345741271973,14.019452095031738,157825359,0.0,0.0
2010-03-26 00:00:00-04:00,14.078978538513184,14.131780624389648,13.948219299316406,14.014719009399414,108252241,0.0,0.0
2010-03-29 00:00:00-04:00,14.022439956665039,14.065279960632324,13.96191692352295,14.008742332458496,124645457,0.0,0.0
2010-03-30 00:00:00-04:00,14.018205642700195,14.137758255004883,13.954693794250488,14.11484432220459,79412546,0.0,0.0
2010-03-31 00:00:00-04:00,14.073498725891113,14.190311431884766,14.017707824707031,14.125056266784668,121686407,0.0,0.0
2010-04-01 00:00:00-04:00,14.2304105758667,14.28271484375,14.085951805114746,14.166898727416992,84423257,0.0,0.0
2010-04-05 00:00:00-04:00,14.219202995300293,14.318330764770508,14.171879768371582,14.221942901611328,76345092,0.0,0.0
2010-04-06 00:00:00-04:00,14.183337211608887,14.218954086303711,14.082216262817383,14.152453422546387,82712870,0.0,0.0
2010-04-07 00:00:00-04:00,14.129538536071777,14.165654182434082,13.994047164916992,14.035889625549316,103626969,0.0,0.0
2010-04-08 00:00:00-04:00,14.030410766601562,14.1930513381958,13.948966026306152,14.134270668029785,78191988,0.0,0.0
2010-04-09 00:00:00-04:00,14.134270668029785,14.166152000427246,14.047347068786621,14.102640151977539,82572346,0.0,0.0
2010-04-12 00:00:00-04:00,14.130784034729004,14.296414375305176,14.102640151977539,14.264781951904297,94448695,0.0,0.0
2010-04-13 00:00:00-04:00,14.259800910949707,14.667023658752441,14.224930763244629,14.614471435546875,157078570,0.0,0.0
2010-04-14 00:00:00-04:00,14.69641399383545,14.75320053100586,14.54572868347168,14.670013427734375,136618166,0.0,0.0
2010-04-15 00:00:00-04:00,14.748967170715332,14.890188217163086,14.652329444885254,14.826925277709961,271485795,0.0,0.0
2010-04-16 00:00:00-04:00,14.022439956665039,14.167147636413574,13.689438819885254,13.70238971710205,491254466,0.0,0.0
2010-04-19 00:00:00-04:00,13.667521476745605,13.7980318069458,13.574121475219727,13.70114517211914,156343827,0.0,0.0
